Hospital_ID,Region_ID,District_ID,Instrument_ID,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Year Total,Year Average,Year Median,Max Year,Min Year,First Quarter Sum,Second Quarter Sum,Third Quarter Sum,Fourth Quarter Sum,First Quarter Avg,Second Quarter Avg,Third Quarter Avg,Fourth Quarter Avg,First Half Year Total,First Half Year Average,Second Half Year Total,Second Half Year Average,Hospital_employees,Annual_Projected_Revenue,Buy_or_not
Hospital 1200,Region 3,District 13,Instrument 2,50198,59823,59487,59270,62388,46651,52943,46965,41481,44593,44148,48466,616413,51367.75,49332,62388,41481,169508,168309,141389,137207,56502.67,56103,47129.67,45735.67,337817,278596,56302.83,46463.86,4773,732432,1
Hospital 1200,Region 3,District 13,Instrument 3,4237,6356,5745,4375,8166,17380,17462,19264,8928,7620,18679,15717,133929,11160.75,8547,19264,4237,16338,29921,45654,42016,5446,9973.67,15218,14005.33,46259,87670,7709.83,15007.14,4773,44574,1
Hospital 1200,Region 3,District 13,Instrument 5,1064,971,1285,1601,1694,2239,1259,1738,1591,1680,1676,1635,18433,1536.08,1618,2239,971,3320,5534,4588,4991,1106.67,1844.67,1529.33,1663.67,8854,9579,1475.67,1688.29,4773,431,1
Hospital 1200,Region 3,District 20,Instrument 7,0,3710,0,3506,0,3821,0,3736,0,6371,0,6604,27748,2312.33,1753,6604,0,3710,7327,3736,12975,1236.67,2442.33,1245.33,4325,11037,16711,1839.5,2933.14,409,19800,1
Hospital 1200,Region 3,District 39,Instrument 2,0,0,0,0,0,0,0,0,0,4399,4290,0,8689,724.08,0,4399,0,0,0,0,8689,0,0,0,2896.33,0,8689,0,1241.29,109,2408,1
Hospital 1200,Region 3,District 39,Instrument 7,0,0,0,0,0,0,0,0,0,0,0,3597,3597,299.75,0,3597,0,0,0,0,3597,0,0,0,1199,0,3597,0,513.86,109,70201,1
Hospital 1201,Region 3,District 13,Instrument 5,85,81,80,87,82,78,96,0,188,90,84,206,1157,96.42,84.5,206,0,246,247,284,380,82,82.33,94.67,126.67,493,664,82.17,106,308,24690,1
Hospital 1201,Region 3,District 15,Instrument 2,33,44,92,25,194,198,177,189,208,162,154,201,1677,139.75,169.5,208,25,169,417,574,517,56.33,139,191.33,172.33,586,1091,97.67,184.14,27,293,1
Hospital 1201,Region 3,District 15,Instrument 3,9,8,19,23,0,0,0,0,0,0,0,0,59,4.92,0,23,0,36,23,0,0,12,7.67,0,0,59,0,9.83,0,27,180,1
Hospital 1201,Region 3,District 2,Instrument 2,819,1332,868,1191,1510,984,682,1208,237,575,551,896,10853,904.42,882,1510,237,3019,3685,2127,2022,1006.33,1228.33,709,674,6704,4149,1117.33,733.29,49,6313,1
Hospital 1201,Region 3,District 20,Instrument 2,2830,12,2378,12,3822,12,2202,12,3682,12,2371,12,17357,1446.42,1107,3822,12,5220,3846,5896,2395,1740,1282,1965.33,798.33,9066,8291,1511,1186.14,411,2598,1
Hospital 1201,Region 3,District 28,Instrument 2,1993,2057,2127,2302,2206,2207,2270,2252,2271,2325,2392,2370,26772,2231,2261,2392,1993,6177,6715,6793,7087,2059,2238.33,2264.33,2362.33,12892,13880,2148.67,2298.14,54,19404,1
Hospital 1201,Region 3,District 28,Instrument 3,38,34,34,34,34,34,34,28,15,15,15,39,354,29.5,34,39,15,106,102,77,69,35.33,34,25.67,23,208,146,34.67,25.71,54,8700,1
Hospital 1202,Region 5,District 13,Instrument 2,377,291,271,265,264,254,277,245,272,290,294,346,3446,287.17,274.5,377,245,939,783,794,930,313,261,264.67,310,1722,1724,287,282.57,1403,41400,1
Hospital 1202,Region 5,District 13,Instrument 3,10,10,10,11,10,3,46,20,19,16,45,16,216,18,13.5,46,3,30,24,85,77,10,8,28.33,25.67,54,162,9,23.57,1403,56232,1
Hospital 1202,Region 5,District 20,Instrument 2,0,53,0,52,0,53,0,51,0,52,6914,569,7744,645.33,51.5,6914,0,53,105,51,7535,17.67,35,17,2511.67,158,7586,26.33,1091.29,515,315655,1
Hospital 1202,Region 5,District 20,Instrument 3,0,0,0,0,0,0,0,2,0,1,18847,88,18938,1578.17,0,18847,0,0,0,2,18936,0,0,0.67,6312,0,18938,0,2705.43,515,172728,1
Hospital 1202,Region 5,District 28,Instrument 2,19053,14478,16489,15370,13355,14070,12397,12037,12877,13291,10955,18812,173184,14432,13712.5,19053,10955,50020,42795,37311,43058,16673.33,14265,12437,14352.67,92815,80369,15469.17,13491.29,881,2280,1
Hospital 1202,Region 5,District 28,Instrument 3,4317,3754,3685,3753,3714,4070,3606,3514,2632,2736,2739,2600,41120,3426.67,3645.5,4317,2600,11756,11537,9752,8075,3918.67,3845.67,3250.67,2691.67,23293,17827,3882.17,3128.14,881,66307,1
Hospital 1202,Region 5,District 41,Instrument 2,3545,3545,10819,-5090,4214,4516,2891,4660,4149,4070,4481,4028,45828,3819,4109.5,10819,-5090,17909,3640,11700,12579,5969.67,1213.33,3900,4193,21549,24279,3591.5,4113.57,966,55143,1
Hospital 1202,Region 5,District 41,Instrument 3,6952,6952,7431,8085,8111,7598,7675,7510,7926,8244,7532,8015,92031,7669.25,7636.5,8244,6952,21335,23794,23111,23791,7111.67,7931.33,7703.67,7930.33,45129,46902,7521.5,7785.71,966,76080,1
Hospital 1202,Region 5,District 48,Instrument 2,0,0,0,0,0,0,1417,1432,1479,1406,1658,1454,8846,737.17,703,1658,0,0,0,4328,4518,0,0,1442.67,1506,0,8846,0,1263.71,2,7800,1
Hospital 1202,Region 5,District 48,Instrument 8,0,0,0,0,0,0,0,0,0,0,0,37,37,3.08,0,37,0,0,0,0,37,0,0,0,12.33,0,37,0,5.29,2,1680,1
Hospital 1204,Region 3,District 13,Instrument 2,2705,3061,2770,2909,2602,3046,3557,4306,3155,3484,7411,3776,42782,3565.17,3108,7411,2602,8536,8557,11018,14671,2845.33,2852.33,3672.67,4890.33,17093,25689,2848.83,4105,245,64469,1
Hospital 1204,Region 3,District 13,Instrument 5,695,636,603,766,535,756,802,727,612,735,761,818,8446,703.83,731,818,535,1934,2057,2141,2314,644.67,685.67,713.67,771.33,3991,4455,665.17,744.43,245,8376,1
Hospital 1206,Region 5,District 28,Instrument 2,1001,867,919,656,701,728,699,676,720,704,1182,805,9658,804.83,724,1182,656,2787,2085,2095,2691,929,695,698.33,897,4872,4786,812,787.71,203,12936,1
Hospital 1206,Region 5,District 28,Instrument 3,90,90,105,88,90,90,110,90,90,90,90,90,1113,92.75,90,110,88,285,268,290,270,95,89.33,96.67,90,553,560,92.17,92.86,203,11166,1
Hospital 1207,Region 1,District 13,Instrument 2,1418,943,1092,2133,49,3285,3872,3878,3367,3487,3301,3831,30656,2554.67,3293,3878,49,3453,5467,11117,10619,1151,1822.33,3705.67,3539.67,8920,21736,1486.67,3574.43,248,66180,1
Hospital 1207,Region 1,District 20,Instrument 2,0,4553,0,4582,0,5034,-17,4502,0,4763,0,6289,29706,2475.5,2251,6289,-17,4553,9616,4485,11052,1517.67,3205.33,1495,3684,14169,15537,2361.5,2938.71,66,11852,1
Hospital 1207,Region 1,District 20,Instrument 3,0,1624,0,2898,0,646,0,2062,0,1349,0,4290,12869,1072.42,323,4290,0,1624,3544,2062,5639,541.33,1181.33,687.33,1879.67,5168,7701,861.33,1192.43,66,1424,1
Hospital 1208,Region 4,District 34,Instrument 2,337,324,393,262,291,304,241,272,321,321,194,239,3499,291.58,297.5,393,194,1054,857,834,754,351.33,285.67,278,251.33,1911,1588,318.5,270.29,33,2565,1
Hospital 1208,Region 4,District 34,Instrument 3,32,122,24,16,16,16,16,16,16,16,16,16,322,26.83,16,122,16,178,48,48,48,59.33,16,16,16,226,96,37.67,16,33,1645,1
Hospital 1208,Region 4,District 34,Instrument 4,79,55,71,62,62,62,62,62,0,0,0,0,515,42.92,62,79,0,205,186,124,0,68.33,62,41.33,0,391,124,65.17,26.57,33,360,1
Hospital 1209,Region 3,District 12,Instrument 2,3518,19711,22801,27735,22006,23432,24161,21918,22383,21500,23005,30969,263139,21928.25,22592,30969,3518,46030,73173,68462,75474,15343.33,24391,22820.67,25158,119203,143936,19867.17,23909.71,1010,537315,1
Hospital 1209,Region 3,District 12,Instrument 3,28197,22958,8076,26228,28430,18641,17682,7903,2352,4628,-1791,0,163304,13608.67,12879,28430,-1791,59231,73299,27937,2837,19743.67,24433,9312.33,945.67,132530,30774,22088.33,7059.29,1010,190,1
Hospital 1209,Region 3,District 13,Instrument 2,134230,129817,134928,133881,137722,117145,115916,115630,104327,112500,121463,164242,1521801,126816.75,125640,164242,104327,398975,388748,335873,398205,132991.67,129582.67,111957.67,132735,787723,734078,131287.17,121603.29,7,102630,1
Hospital 1209,Region 3,District 13,Instrument 3,4541,4898,4674,5252,5778,51546,50815,43076,48421,34087,29074,31910,314072,26172.67,30492,51546,4541,14113,62576,142312,95071,4704.33,20858.67,47437.33,31690.33,76689,237383,12781.5,41275.57,7,761388,1
Hospital 1209,Region 3,District 15,Instrument 2,-2117,-2634,-3349,-4814,6924,7185,6487,6212,5851,-8970,6788,6684,24247,2020.58,6031.5,7185,-8970,-8100,9295,18550,4502,-2700,3098.33,6183.33,1500.67,1195,23052,199.17,4319.57,608,159000,1
Hospital 1209,Region 3,District 19,Instrument 2,1946,2410,1926,1631,1649,2359,2036,2047,1281,1688,1781,1994,22748,1895.67,1936,2410,1281,6282,5639,5364,5463,2094,1879.67,1788,1821,11921,10827,1986.83,1883.71,175,19998,1
Hospital 1209,Region 3,District 20,Instrument 2,77,12871,6,11187,0,9401,20,11343,0,11062,41,11904,67912,5659.33,4739,12871,0,12954,20588,11363,23007,4318,6862.67,3787.67,7669,33542,34370,5590.33,6253,856,29520,1
Hospital 1209,Region 3,District 20,Instrument 3,-10882,24472,7,33664,0,31300,0,26706,0,1781,0,30337,137385,11448.75,894,33664,-10882,13597,64964,26706,32118,4532.33,21654.67,8902,10706,78561,58824,13093.5,12874.86,856,57942,1
Hospital 1209,Region 3,District 3,Instrument 2,6705,7929,7930,6604,6894,7453,6981,7380,6428,2867,7395,6417,80983,6748.58,6937.5,7930,2867,22564,20951,20789,16679,7521.33,6983.67,6929.67,5559.67,43515,37468,7252.5,6417.29,313,73240,1
Hospital 1209,Region 3,District 32,Instrument 2,5960,5549,-274,6298,2736,2840,2971,2591,2337,2458,2950,5658,42074,3506.17,2895,6298,-274,11235,11874,7899,11066,3745,3958,2633,3688.67,23109,18965,3851.5,3115,146,80418,1
Hospital 1209,Region 3,District 32,Instrument 3,1351,1431,1582,1405,1550,1561,1226,1553,1349,1634,1341,1343,17326,1443.83,1418,1634,1226,4364,4516,4128,4318,1454.67,1505.33,1376,1439.33,8880,8446,1480,1429.57,146,41352,1
Hospital 1209,Region 3,District 32,Instrument 4,21,20,20,-8,0,0,0,0,0,0,0,0,53,4.42,0,21,-8,61,-8,0,0,20.33,-2.67,0,0,53,0,8.83,0,146,7242,1
Hospital 1209,Region 3,District 41,Instrument 2,9753,10021,9028,9923,9811,9923,9938,9430,9439,9325,9294,9323,115208,9600.67,9596,10021,9028,28802,29657,28807,27942,9600.67,9885.67,9602.33,9314,58459,56749,9743.17,9524.57,688,3774,1
Hospital 1209,Region 3,District 41,Instrument 3,13289,13289,11266,10737,11155,11021,11408,11497,12352,10114,10007,12154,138289,11524.08,11337,13289,10007,37844,32913,35257,32275,12614.67,10971,11752.33,10758.33,70757,67532,11792.83,11221.86,688,3848,1
Hospital 121,Region 2,District 13,Instrument 2,6143,7814,9305,9992,11288,9170,8044,7889,7654,8286,9627,8346,103558,8629.83,8316,11288,6143,23262,30450,23587,26259,7754,10150,7862.33,8753,53712,49846,8952,8430.86,198,176076,1
Hospital 121,Region 2,District 13,Instrument 3,411,427,411,426,419,4549,6220,2583,2486,542,1257,3280,23011,1917.58,899.5,6220,411,1249,5394,11289,5079,416.33,1798,3763,1693,6643,16368,1107.17,2988.14,198,115157,1
Hospital 121,Region 2,District 13,Instrument 5,1130,1138,1233,1233,1249,1603,994,375,2063,1122,1218,1159,14517,1209.75,1188.5,2063,375,3501,4085,3432,3499,1167,1361.67,1144,1166.33,7586,6931,1264.33,1219.14,198,162,1
Hospital 121,Region 2,District 15,Instrument 2,117,161,47,-62,483,474,435,416,471,455,43,495,3535,294.58,425.5,495,-62,325,895,1322,993,108.33,298.33,440.67,331,1220,2315,203.33,398.43,5,1398,1
Hospital 121,Region 2,District 15,Instrument 3,2,2,2,3,0,0,0,0,0,0,0,0,9,0.75,0,3,0,6,3,0,0,2,1,0,0,9,0,1.5,0,5,2040,1
Hospital 121,Region 2,District 28,Instrument 2,4138,4198,5123,4478,4637,4820,4281,4194,4129,3917,4062,4435,52412,4367.67,4239.5,5123,3917,13459,13935,12604,12414,4486.33,4645,4201.33,4138,27394,25018,4565.67,4262.57,177,23258,1
Hospital 1210,Region 3,District 20,Instrument 2,6652,266,6959,209,5137,196,7280,363,5739,261,5667,228,38957,3246.42,2750,7280,196,13877,5542,13382,6156,4625.67,1847.33,4460.67,2052,19419,19538,3236.5,2819.14,530,130902,1
Hospital 1210,Region 3,District 20,Instrument 3,8164,59,5330,131,7634,82,12183,91,7086,139,8336,80,49315,4109.58,2734.5,12183,59,13553,7847,19360,8555,4517.67,2615.67,6453.33,2851.67,21400,27915,3566.67,3999.57,530,6360,1
Hospital 1210,Region 3,District 34,Instrument 2,178,178,230,205,295,285,307,327,418,289,308,251,3271,272.58,287,418,178,586,785,1052,848,195.33,261.67,350.67,282.67,1371,1900,228.5,312.14,75,9000,1
Hospital 1210,Region 3,District 34,Instrument 3,12,12,12,12,12,12,12,12,24,24,24,24,192,16,12,24,12,36,36,48,72,12,12,16,24,72,120,12,18.86,75,1800,1
Hospital 1210,Region 3,District 41,Instrument 2,332,332,351,345,334,305,245,253,212,227,237,217,3390,282.5,279,351,212,1015,984,710,681,338.33,328,236.67,227,1999,1391,333.17,242.29,163,1500,1
Hospital 1210,Region 3,District 41,Instrument 5,183,228,183,183,183,183,183,183,198,198,198,198,2301,191.75,183,228,183,594,549,564,594,198,183,188,198,1143,1158,190.5,191.57,163,120,1
Hospital 1212,Region 1,District 13,Instrument 2,14920,12891,15372,16773,16888,34892,12126,22097,19453,17193,28849,22179,233633,19469.42,17040.5,34892,12126,43183,68553,53676,68221,14394.33,22851,17892,22740.33,111736,121897,18622.67,22398.43,259,225384,1
Hospital 1212,Region 1,District 13,Instrument 3,2542,2475,2319,3260,2523,2009,4201,4900,548,2098,1830,2062,30767,2563.92,2397,4900,548,7336,7792,9649,5990,2445.33,2597.33,3216.33,1996.67,15128,15639,2521.33,2521.14,259,27864,1
Hospital 1212,Region 1,District 13,Instrument 4,6122,7176,5075,4808,4903,0,0,0,0,0,0,0,28084,2340.33,0,7176,0,18373,9711,0,0,6124.33,3237,0,0,28084,0,4680.67,0,259,60102,1
Hospital 1212,Region 1,District 13,Instrument 5,3817,3801,-5408,4598,3795,4643,4518,4541,3552,4210,4363,4500,40930,3410.83,4286.5,4643,-5408,2210,13036,12611,13073,736.67,4345.33,4203.67,4357.67,15246,25684,2541,4332.43,259,60240,1
Hospital 1212,Region 1,District 20,Instrument 2,4819,0,4717,0,4842,-453,4792,0,4980,1,5024,0,28722,2393.5,2359,5024,-453,9536,4389,9772,5025,3178.67,1463,3257.33,1675,13925,14797,2320.83,2049.14,51,44490,1
Hospital 1213,Region 2,District 13,Instrument 3,2001,2163,2127,2195,1691,100,191,135,1557,1656,2371,3231,19418,1618.17,1846,3231,100,6291,3986,1883,7258,2097,1328.67,627.67,2419.33,10277,9141,1712.83,1320.14,268,9532,1
Hospital 1213,Region 2,District 28,Instrument 2,8,28,226,467,1440,11409,9370,9408,7869,7242,9397,9581,66445,5537.08,7555.5,11409,8,262,13316,26647,26220,87.33,4438.67,8882.33,8740,13578,52867,2263,9182.29,512,792,1
Hospital 1213,Region 2,District 28,Instrument 3,0,0,0,0,1,0,0,0,0,60,60,104,225,18.75,0,104,0,0,1,0,224,0,0.33,0,74.67,1,224,0.17,32,512,480,1
Hospital 1213,Region 2,District 28,Instrument 5,0,0,0,0,0,0,312,298,306,729,1742,0,3387,282.25,0,1742,0,0,0,916,2471,0,0,305.33,823.67,0,3387,0,483.86,512,19618,1
Hospital 1213,Region 2,District 28,Instrument 7,0,0,0,0,0,0,0,0,0,0,0,949,949,79.08,0,949,0,0,0,0,949,0,0,0,316.33,0,949,0,135.57,512,5340,1
Hospital 1213,Region 2,District 34,Instrument 2,100,137,141,127,156,170,150,146,140,138,145,135,1685,140.42,140.5,170,100,378,453,436,418,126,151,145.33,139.33,831,854,138.5,146.29,4,4940,1
Hospital 1213,Region 2,District 34,Instrument 3,48,48,48,48,48,48,48,48,48,49,48,15,544,45.33,48,49,15,144,144,144,112,48,48,48,37.33,288,256,48,43.43,4,5316,1
Hospital 1213,Region 2,District 34,Instrument 5,18,18,18,18,18,18,11,11,19,19,19,19,206,17.17,18,19,11,54,54,41,57,18,18,13.67,19,108,98,18,16.57,4,300,1
Hospital 1213,Region 2,District 34,Instrument 7,48,48,50,48,48,48,55,55,47,47,47,47,588,49,48,55,47,146,144,157,141,48.67,48,52.33,47,290,298,48.33,49.43,4,1800,1
Hospital 1214,Region 3,District 20,Instrument 2,122,0,122,0,114,0,69,0,122,0,89,0,638,53.17,34.5,122,0,244,114,191,89,81.33,38,63.67,29.67,358,280,59.67,40,25,7232,1
Hospital 1214,Region 3,District 20,Instrument 3,64,0,24,0,21,0,0,0,0,0,0,0,109,9.08,0,64,0,88,21,0,0,29.33,7,0,0,109,0,18.17,0,25,2758,1
Hospital 1214,Region 3,District 34,Instrument 2,1097,2846,1122,1156,1230,1364,1225,1017,1298,1318,1132,1348,16153,1346.08,1227.5,2846,1017,5065,3750,3540,3798,1688.33,1250,1180,1266,8815,7338,1469.17,1243.14,2,168,1
Hospital 1214,Region 3,District 34,Instrument 5,138,142,141,137,149,139,147,141,141,150,133,136,1694,141.17,141,150,133,421,425,429,419,140.33,141.67,143,139.67,846,848,141,141,2,2400,1
Hospital 1215,Region 2,District 13,Instrument 3,113,144,105,104,102,925,541,1060,414,589,276,426,4799,399.92,345,1060,102,362,1131,2015,1291,120.67,377,671.67,430.33,1493,3306,248.83,604.43,2011,21438,1
Hospital 1215,Region 2,District 20,Instrument 2,2321,0,2263,0,2161,0,2442,0,1069,0,1938,-3856,8338,694.83,534.5,2442,-3856,4584,2161,3511,-1918,1528,720.33,1170.33,-639.33,6745,1593,1124.17,227.57,288,2653,1
Hospital 1215,Region 2,District 20,Instrument 3,1091,0,1673,0,1408,0,5447,0,1413,0,1401,0,12433,1036.08,545.5,5447,0,2764,1408,6860,1401,921.33,469.33,2286.67,467,4172,8261,695.33,1180.14,288,10614,1
Hospital 1215,Region 2,District 28,Instrument 2,3005,3912,3120,2944,3031,3714,3160,2210,2241,3055,3202,3514,37108,3092.33,3087.5,3912,2210,10037,9689,7611,9771,3345.67,3229.67,2537,3257,19726,17382,3287.67,3013.71,50,45528,1
Hospital 1215,Region 2,District 28,Instrument 3,281,231,669,84,122,108,219,266,131,135,152,143,2541,211.75,147.5,669,84,1181,314,616,430,393.67,104.67,205.33,143.33,1495,1046,249.17,164.86,50,5880,1
Hospital 1216,Region 3,District 13,Instrument 3,4776,5189,5223,5418,5340,791,746,715,189,41,358,353,29139,2428.25,768.5,5418,41,15188,11549,1650,752,5062.67,3849.67,550,250.67,26737,2402,4456.17,456.14,1414,2820,1
Hospital 1216,Region 3,District 13,Instrument 8,0,0,0,0,0,0,1820,1771,1847,1782,141302,1922,150444,12537,885.5,141302,0,0,0,5438,145006,0,0,1812.67,48335.33,0,150444,0,21492,1414,1087599,1
Hospital 1216,Region 3,District 20,Instrument 2,0,422,0,176,0,155,0,156,0,158,0,149,1216,101.33,74.5,422,0,422,331,156,307,140.67,110.33,52,102.33,753,463,125.5,88.29,40,3843,1
Hospital 1219,Region 1,District 13,Instrument 2,681,185,188,316,554,366,408,438,383,364,466,473,4822,401.83,395.5,681,185,1054,1236,1229,1303,351.33,412,409.67,434.33,2290,2532,381.67,414,182,4944,1
Hospital 1219,Region 1,District 20,Instrument 3,39,0,25,0,26,0,55,0,31,0,31,0,207,17.25,12.5,55,0,64,26,86,31,21.33,8.67,28.67,10.33,90,117,15,16.71,5,276,1
Hospital 122,Region 4,District 20,Instrument 2,90290,121,81131,141,98838,0,29622,0,24930,0,25897,0,350970,29247.5,12535.5,98838,0,171542,98979,54552,25897,57180.67,32993,18184,8632.33,270521,80449,45086.83,11492.71,52,3720,1
Hospital 122,Region 4,District 20,Instrument 3,0,0,0,0,0,0,38044,0,37390,0,45105,0,120539,10044.92,0,45105,0,0,0,75434,45105,0,0,25144.67,15035,0,120539,0,17219.86,52,4099,1
Hospital 1221,Region 2,District 13,Instrument 2,3604,4089,4435,-1743,3930,5450,6897,7606,2291,3119,3261,3614,46553,3879.42,3772,7606,-1743,12128,7637,16794,9994,4042.67,2545.67,5598,3331.33,19765,26788,3294.17,4605.43,683,18609,1
Hospital 1221,Region 2,District 13,Instrument 3,284,286,292,-920,312,541,241,411,57,67,57,122,1750,145.83,262.5,541,-920,862,-67,709,246,287.33,-22.33,236.33,82,795,955,132.5,213.71,683,630,1
Hospital 1221,Region 2,District 19,Instrument 2,4357,4732,4158,4671,4922,3358,-4527,4877,4967,5110,4755,4605,45985,3832.08,4701.5,5110,-4527,13247,12951,5317,14470,4415.67,4317,1772.33,4823.33,26198,19787,4366.33,3306.43,1098,63401,1
Hospital 1221,Region 2,District 28,Instrument 2,22842,20257,22474,10150,28803,28897,16493,12728,18484,16126,28407,85400,311061,25921.75,21365.5,85400,10150,65573,67850,47705,129933,21857.67,22616.67,15901.67,43311,133423,177638,22237.17,29505,5583,601729,1
Hospital 1221,Region 2,District 28,Instrument 3,31291,30260,30887,33290,32721,32882,33399,33377,34372,33944,34590,18071,379084,31590.33,33086,34590,18071,92438,98893,101148,86605,30812.67,32964.33,33716,28868.33,191331,187753,31888.5,31519.29,5583,396863,1
Hospital 1221,Region 2,District 28,Instrument 4,5400,4797,4343,4311,4097,3991,3919,3308,2854,2538,2300,0,41858,3488.17,3955,5400,0,14540,12399,10081,4838,4846.67,4133,3360.33,1612.67,26939,14919,4489.83,2701.43,5583,134619,1
Hospital 1221,Region 2,District 28,Instrument 5,32740,3966,3771,2550,4355,4393,4208,3387,3935,3622,5223,0,72150,6012.5,3950.5,32740,0,40477,11298,11530,8845,13492.33,3766,3843.33,2948.33,51775,20375,8629.17,3538.29,5583,127150,1
Hospital 1221,Region 2,District 28,Instrument 7,549,50196,294,34889,31697,32953,42051,35458,32406,35618,35324,36798,368233,30686.08,35106.5,50196,294,51039,99539,109915,107740,17013,33179.67,36638.33,35913.33,150578,217655,25096.33,35801.14,5583,477018,1
Hospital 1221,Region 2,District 28,Instrument 8,1792,1984,1973,2104,3241,3077,3042,2663,3268,2261,1820,2327,29552,2462.67,2294,3268,1792,5749,8422,8973,6408,1916.33,2807.33,2991,2136,14171,15381,2361.83,2636.86,5583,25550,1
Hospital 1222,Region 2,District 13,Instrument 2,3019,3276,3171,3100,2610,8397,7627,7201,6081,7141,6629,7390,65642,5470.17,6355,8397,2610,9466,14107,20909,21160,3155.33,4702.33,6969.67,7053.33,23573,42069,3928.83,7209.43,25,41040,1
Hospital 1222,Region 2,District 13,Instrument 3,796,1003,901,749,764,889,339,92,219,198,58,77,6085,507.08,544,1003,58,2700,2402,650,333,900,800.67,216.67,111,5102,983,850.33,267.43,25,35910,1
Hospital 1222,Region 2,District 13,Instrument 5,309,362,655,695,698,891,811,219,1307,181,1410,191,7729,644.08,675,1410,181,1326,2284,2337,1782,442,761.33,779,594,3610,4119,601.67,715.71,25,60240,1
Hospital 1222,Region 2,District 19,Instrument 2,18249,17596,17647,17764,18753,20554,19409,17694,17993,18882,19570,19297,223408,18617.33,18501,20554,17596,53492,57071,55096,57749,17830.67,19023.67,18365.33,19249.67,110563,112845,18427.17,19057,2629,82704,1
Hospital 1222,Region 2,District 20,Instrument 2,4254,0,-2090,0,4494,0,4131,0,3168,0,2841,0,16798,1399.83,0,4494,-2090,2164,4494,7299,2841,721.33,1498,2433,947,6658,10140,1109.67,1448.57,47,153812,1
Hospital 1222,Region 2,District 20,Instrument 3,4841,0,3544,0,10668,0,4411,0,4107,0,4484,0,32055,2671.25,1772,10668,0,8385,10668,8518,4484,2795,3556,2839.33,1494.67,19053,13002,3175.5,1857.43,47,29274,1
Hospital 1222,Region 2,District 8,Instrument 2,0,0,0,0,0,0,0,0,0,0,35,7,42,3.5,0,35,0,0,0,0,42,0,0,0,14,0,42,0,6,10,2700,1
Hospital 1223,Region 2,District 13,Instrument 2,2412,2550,2546,2853,3180,4566,4693,4151,3802,4963,4718,3185,43619,3634.92,3493.5,4963,2412,7508,10599,12646,12866,2502.67,3533,4215.33,4288.67,18107,25512,3017.83,4296.86,84,45756,1
